 # PROCESS #
 # Power Reactor Optimisation Code #
 # PROCESS #
 # Power Reactor Optimisation Code #
 PROCESS_version_number__________________________________________________ (procver)_____________________     "3.1.0   R"
 Site_improvements,_facilities,_land_(M$)________________________________ (c211)________________________      3.5200000000000003E+01    
 Reactor_building_cost_(M$)______________________________________________ (c212)________________________      5.6843793295082719E+02    
 Turbine_building_cost_(M$)______________________________________________ (c213)________________________      3.8000000000000000E+01    
 Reactor_maintenance_building_cost_(M$)__________________________________ (c2141)_______________________      1.1512787762319059E+02    
 Warm_shop_cost_(M$)_____________________________________________________ (c2142)_______________________      6.1526018725941391E+01    
 Tritium_building_cost_(M$)______________________________________________ (c215)________________________      1.4799999999999999E+01    
 Electrical_equipment_building_cost_(M$)_________________________________ (c216)________________________      1.9947998173622945E+01    
 Additional_buildings_cost_(M$)__________________________________________ (c2171)_______________________      1.8000000000000000E+01    
 Control_room_buildings_cost_(M$)________________________________________ (c2172)_______________________      2.1000000000000000E+01    
 Shop_and_warehouses_cost_(M$)___________________________________________ (c2173)_______________________      1.1499999999999998E+01    
 Cryogenic_building_cost_(M$)____________________________________________ (c2174)_______________________      8.1050429919109668E+00    
 Total_account_21_cost_(M$)______________________________________________ (c21)_________________________      9.1164487046549311E+02    
 # Reactor Systems #
 First_wall_cost_(M$)____________________________________________________ (c2211)_______________________      2.3454796700227880E+02    
 Blanket_beryllium_cost_(M$)_____________________________________________ (c22121)______________________      3.2177817917540386E+02    
 Blanket_breeder_material_cost_(M$)______________________________________ (c22122)______________________      7.8856463242440691E+02    
 Blanket_stainless_steel_cost_(M$)_______________________________________ (c22123)______________________      9.9489256849825281E+01    
 Blanket_vanadium_cost_(M$)______________________________________________ (c22124)______________________      0.0000000000000000E+00    
 Blanket_total_cost_(M$)_________________________________________________ (c2212)_______________________      1.2098320684496362E+03    
 Bulk_shield_cost_(M$)___________________________________________________ (c22131)______________________      9.5170128515414291E+01    
 Penetration_shielding_cost_(M$)_________________________________________ (c22132)______________________      9.5170128515414291E+01    
 Total_shield_cost_(M$)__________________________________________________ (c2213)_______________________      1.9034025703082858E+02    
 Total_support_structure_cost_(M$)_______________________________________ (c2214)_______________________      6.2038205204599834E+01    
 Divertor_cost_(M$)______________________________________________________ (c2215)_______________________      5.2725977823728208E+01    
 Total_account_221_cost_(M$)_____________________________________________ (c221)________________________      1.7494844755110714E+03    
 # Magnets #
 TF_coil_conductor_cost_(M$)_____________________________________________ (c22211)______________________      2.7772980378914144E+02    
 TF_coil_winding_cost_(M$)_______________________________________________ (c22212)______________________      7.4465648134984917E+01    
 TF_coil_case_cost_(M$)__________________________________________________ (c22213)______________________      6.4499854246178677E+02    
 TF_intercoil_structure_cost_(M$)________________________________________ (c22214)______________________      2.5352294448798969E+02    
 TF_coil_gravity_support_structure_(M$)__________________________________ (c22215)______________________      7.3174939272478952E+01    
 TF_magnet_assemblies_cost_(M$)__________________________________________ (c2221)_______________________      1.3238918781463817E+03    
 PF_coil_conductor_cost_(M$)_____________________________________________ (c22221)______________________      6.0056785133553399E+02    
 PF_coil_winding_cost_(M$)_______________________________________________ (c22222)______________________      9.7636055867722362E+01    
 PF_coil_case_cost_(M$)__________________________________________________ (c22223)______________________      2.2286662460688621E+02    
 PF_coil_support_structure_cost_(M$)_____________________________________ (c22224)______________________      1.6655199537431987E+01    
 PF_magnet_assemblies_cost_(M$)__________________________________________ (c2222)_______________________      9.3772573134757442E+02    
 Vacuum_vessel_assembly_cost_(M$)________________________________________ (c2223)_______________________      3.0673730490133846E+02    
 Total_account_222_cost_(M$)_____________________________________________ (c222)________________________      2.5683549143952946E+03    
 # Power Injection #
 ECH_system_cost_(M$)____________________________________________________ (c2231)_______________________      2.2500000000000000E+02    
 Lower_hybrid_system_cost_(M$)___________________________________________ (c2232)_______________________      0.0000000000000000E+00    
 Neutral_beam_system_cost_(M$)___________________________________________ (c2233)_______________________      0.0000000000000000E+00    
 Total_account_223_cost_(M$)_____________________________________________ (c223)________________________      2.2500000000000000E+02    
 # Vacuum Systems #
 High_vacuum_pumps_cost_(M$)_____________________________________________ (c2241)_______________________      1.9109999999999999E+01    
 Backing_pumps_cost_(M$)_________________________________________________ (c2242)_______________________      4.6799999999999997E+00    
 Vacuum_duct_cost_(M$)___________________________________________________ (c2243)_______________________      3.4093382546935147E+00    
 Valves_cost_(M$)________________________________________________________ (c2244)_______________________      7.5757806815290269E+00    
 Duct_shielding_cost_(M$)________________________________________________ (c2245)_______________________      0.0000000000000000E+00    
 Instrumentation_cost_(M$)_______________________________________________ (c2246)_______________________      1.3000000000000000E+00    
 Total_account_224_cost_(M$)_____________________________________________ (c224)________________________      3.6075118936222538E+01    
 # Power Conditioning #
 TF_coil_power_supplies_cost_(M$)________________________________________ (c22511)______________________      4.7358751539018140E+00    
 TF_coil_breakers_cost_(M$)______________________________________________ (c22512)______________________      3.3771832861913907E+01    
 TF_coil_dump_resistors_cost_(M$)________________________________________ (c22513)______________________      3.0271131464207283E+01    
 TF_coil_instrumentation_and_control_(M$)________________________________ (c22514)______________________      4.7999999999999998E+00    
 TF_coil_bussing_cost_(M$)_______________________________________________ (c22515)______________________      3.4877781129259517E+01    
 Total,_TF_coil_power_costs_(M$)_________________________________________ (c2251)_______________________      1.0845662060928252E+02    
 PF_coil_power_supplies_cost_(M$)________________________________________ (c22521)______________________      4.6587400661486473E+00    
 PF_coil_instrumentation_and_control_(M$)________________________________ (c22522)______________________      3.5999999999999996E+00    
 PF_coil_bussing_cost_(M$)_______________________________________________ (c22523)______________________      1.2465599999999998E+01    
 PF_coil_burn_power_supplies_cost_(M$)___________________________________ (c22524)______________________      1.3057054083681980E+00    
 PF_coil_breakers_cost_(M$)______________________________________________ (c22525)______________________      1.4709370284405457E+01    
 PF_coil_dump_resistors_cost_(M$)________________________________________ (c22526)______________________      5.8510475933685759E+00    
 PF_coil_ac_breakers_cost_(M$)___________________________________________ (c22527)______________________      8.9999999999999991E-01    
 Total,_PF_coil_power_costs_(M$)_________________________________________ (c2252)_______________________      4.3490463352290874E+01    
 Total,_energy_storage_cost_(M$)_________________________________________ (c2253)_______________________      3.9315742764163630E+01    
 Total_account_225_cost_(M$)_____________________________________________ (c225)________________________      1.9126282672573706E+02    
 # Heat Transport System #
 Pumps_and_piping_system_cost_(M$)_______________________________________ (cpp)_________________________      5.5654858034054932E+01    
 Primary_heat_exchanger_cost_(M$)________________________________________ (chx)_________________________      1.1886330287037877E+02    
 Total,_reactor_cooling_system_cost_(M$)_________________________________ (c2261)_______________________      1.7451816090443370E+02    
 Pumps,_piping_cost_(M$)_________________________________________________ (cppa)________________________      3.0374513081162039E+01    
 Total,_auxiliary_cooling_system_cost_(M$)_______________________________ (c2262)_______________________      3.0374513081162039E+01    
 Total,_cryogenic_system_cost_(M$)_______________________________________ (c2263)_______________________      2.1185249485325875E+02    
 Total_account_226_cost_(M$)_____________________________________________ (c226)________________________      4.1674516883885451E+02    
 # Fuel Handling System #
 Fuelling_system_cost_(M$)_______________________________________________ (c2271)_______________________      2.2300000000000001E+01    
 Fuel_processing_and_purification_cost_(M$)______________________________ (c2272)_______________________      1.4338186021249902E+02    
 Atmospheric_recovery_systems_cost_(M$)__________________________________ (c2273)_______________________      7.2375445123281523E+01    
 Nuclear_building_ventilation_cost_(M$)__________________________________ (c2274)_______________________      8.2512228423398582E+01    
 Total_account_227_cost_(M$)_____________________________________________ (c227)________________________      3.2056953375917914E+02    
 # Instrumentation and Control #
 Instrumentation_and_control_cost_(M$)___________________________________ (c228)________________________      1.5000000000000000E+02    
 # Maintenance Equipment #
 Maintenance_equipment_cost_(M$)_________________________________________ (c229)________________________      1.2500000000000000E+02    
 # Total Account 22 Cost #
 Total_account_22_cost_(M$)______________________________________________ (c22)_________________________      5.7824920381663587E+03    
 # Turbine Plant Equipment #
 Turbine_plant_equipment_cost_(M$)_______________________________________ (c23)_________________________      2.8956573848786519E+02    
 # Electric Plant Equipment #
 Switchyard_equipment_cost_(M$)__________________________________________ (c241)________________________      1.8399999999999999E+01    
 Transformers_cost_(M$)__________________________________________________ (c242)________________________      1.0058744803256650E+01    
 Low_voltage_equipment_cost_(M$)_________________________________________ (c243)________________________      1.0623930144183445E+01    
 Diesel_backup_equipment_cost_(M$)_______________________________________ (c244)________________________      6.7999999999999998E+00    
 Auxiliary_facilities_cost_(M$)__________________________________________ (c245)________________________      1.5000000000000000E+00    
 Total_account_24_cost_(M$)______________________________________________ (c24)_________________________      4.7382674947440094E+01    
 # Miscellaneous Plant Equipment #
 Miscellaneous_plant_equipment_cost_(M$)_________________________________ (c25)_________________________      2.5000000000000000E+01    
 # Heat Rejection System #
 Heat_rejection_system_cost_(M$)_________________________________________ (c26)_________________________      9.0790157915779275E+01    
 # Plant Direct Cost #
 Plant_direct_cost_(M$)__________________________________________________ (cdirt)_______________________      7.1468754799829367E+03    
 # Reactor Core Cost #
 Reactor_core_cost_(M$)__________________________________________________ (crctcore)____________________      4.5428393899063658E+03    
 # Indirect Cost #
 Indirect_cost_(M$)______________________________________________________ (c9)__________________________      2.3834829725743089E+03    
 # Total Contingency #
 Total_contingency_(M$)__________________________________________________ (ccont)_______________________      1.8584198982486630E+03    
 # Constructed Cost #
 Constructed_cost_(M$)___________________________________________________ (concost)_____________________      1.1388778350805909E+04    
 # Interest during Construction #
 Interest_during_construction_(M$)_______________________________________ (moneyint)____________________      1.8791484278829755E+03    
 # Total Capital Investment #
 Total_capital_investment_(M$)___________________________________________ (capcost)_____________________      1.3267926778688885E+04    
 # Plant Availability #
 Allowable_blanket_neutron_fluence_(MW-yr/m2)____________________________ (abktflnc)____________________      5.0000000000000000E+00    
 Allowable_divertor_heat_fluence_(MW-yr/m2)______________________________ (adivflnc)____________________      7.0000000000000000E+00    
 First_wall_/_blanket_lifetime_(years)___________________________________ (bktlife)_____________________      4.2085794971321544E+00 OP 
 Divertor_lifetime_(years)_______________________________________________ (divlife)_____________________      1.7605085284853658E+01 OP 
 Heating/CD_system_lifetime_(years)______________________________________ (cdrlife)_____________________      4.2085794971321544E+00 OP 
 Total_plant_lifetime_(years)____________________________________________ (tlife)_______________________      3.0000000000000000E+01    
 Total_plant_availability_fraction_______________________________________ (cfactr)______________________      8.0000000000000004E-01    
 Number_of_fusion_cycles_to_reach_allowable_fw/blanket_DPA_______________ (bktcycles)___________________      9.9705814999593058E+03    
 # Plasma #
 Tokamak_aspect_ratio_=_Conventional,_itart_=_0__________________________ (itart)_______________________      0.0000000000000000E+00    
 Major_radius_(m)________________________________________________________ (rmajor)______________________      9.0000000000000000E+00 ITV
 Minor_radius_(m)________________________________________________________ (rminor)______________________      3.0000000000000000E+00    
 Aspect_ratio____________________________________________________________ (aspect)______________________      3.0000000000000000E+00    
 Elongation,_X-point_(input_value_used)__________________________________ (kappa)_______________________      1.8500000000000001E+00    
 Elongation,_95%_surface_(calculated_from_kappa)_________________________ (kappa95)_____________________      1.6517857142857142E+00    
 Elongation,_area_ratio_calc.____________________________________________ (kappaa)______________________      1.7187938085542800E+00    
 Triangularity,_X-point_(input_value_used)_______________________________ (triang)______________________      5.0000000000000000E-01    
 Triangularity,_95%_surface_(calculated_from_triang)_____________________ (triang95)____________________      3.3333333333333331E-01    
 Plasma_poloidal_perimeter_(m)___________________________________________ (pperim)______________________      2.7091538031966095E+01    
 Plasma_cross-sectional_area_(m2)________________________________________ (xarea)_______________________      4.8597750017907728E+01    
 Plasma_surface_area_(m2)________________________________________________ (sarea)_______________________      1.4856447647982707E+03 OP 
 Plasma_volume_(m3)______________________________________________________ (vol)_________________________      2.6884311938727446E+03 OP 
 Plasma_current_scaling_law_used_________________________________________ (icurr)_______________________              4    
 Plasma_current_(MA)_____________________________________________________ (plascur/1D6)_________________      2.1299210428239284E+01    
 Current_density_profile_factor__________________________________________ (alphaj)______________________      1.6936026936026933E+00    
 Plasma_internal_inductance,_li__________________________________________ (rli)_________________________      1.1497192581786173E+00    
 Vertical_field_at_plasma_(T)____________________________________________ (bvert)_______________________     -8.3933459494840568E-01    
 Vacuum_toroidal_field_at_R_(T)__________________________________________ (bt)__________________________      5.4465285333369744E+00 ITV
 Average_poloidal_field_(T)______________________________________________ (bp)__________________________      9.8796078627507700E-01    
 Total_field_(sqrt(bp^2_+_bt^2))_(T)_____________________________________ (btot)________________________      5.5354078060853906E+00    
 Safety_factor_on_axis___________________________________________________ (q0)__________________________      1.0000000000000000E+00    
 Safety_factor_at_95%_flux_surface_______________________________________ (q95)_________________________      3.2499999999999996E+00 ITV
 Cylindrical_safety_factor_(qcyl)________________________________________ (qstar)_______________________      2.6936026936026933E+00    
 Total_plasma_beta_______________________________________________________ (beta)________________________      4.1211127063834029E-02 ITV
 Total_poloidal_beta_____________________________________________________ (betap)_______________________      1.2937022144096322E+00 OP 
 Total_toroidal_beta_____________________________________________________ ______________________________      4.2567110360665711E-02 OP 
 Fast_alpha_beta_________________________________________________________ (betaft)______________________      5.7129737522229711E-03 OP 
 Beam_ion_beta___________________________________________________________ (betanb)______________________      0.0000000000000000E+00 OP 
 (Fast_alpha_+_beam_physics_variables.beta)/(thermal_physics_variables.be (gammaft)_____________________      1.6093720994647684E-01 OP 
 Thermal_beta____________________________________________________________ ______________________________      3.5498153311611061E-02 OP 
 Thermal_poloidal_beta___________________________________________________ ______________________________      1.1143601939240766E+00 OP 
 Thermal_toroidal_physics_variables.beta_(=_beta-exp)____________________ ______________________________      3.6666160750096211E-02 OP 
 2nd_stability_physics_variables.beta_:_beta_p_/_(R/a)___________________ (eps*betap)___________________      4.3123407146987736E-01    
 2nd_stability_physics_variables.beta_upper_limit________________________ (epbetmax)____________________      1.3799999999999999E+00    
 Beta_g_coefficient______________________________________________________ (dnbeta)______________________      4.5988770327144692E+00    
 Normalised_thermal_beta_________________________________________________ ______________________________      2.7232235515564525E+00    
 Normalised_total_beta___________________________________________________ ______________________________      3.1614915520044833E+00    
 Normalised_toroidal_beta________________________________________________ (normalised_toroidal_beta)____      3.2655151505571824E+00    
 Limit_on_thermal_beta___________________________________________________ (betalim)_____________________      5.9947939960800882E-02    
 Plasma_thermal_energy_(J)_______________________________________________ ______________________________      1.7452406882304387E+09 OP 
 Total_plasma_internal_energy_(J)________________________________________ (total_plasma_internal_energy)      2.0261148552793140E+09 OP 
 Electron_temperature_(keV)______________________________________________ (te)__________________________      1.5921997584330082E+01 ITV
 Electron_temperature_on_axis_(keV)______________________________________ (te0)_________________________      3.5276489078165156E+01    
 Ion_temperature_(keV)___________________________________________________ (ti)__________________________      1.5921997584330082E+01    
 Ion_temperature_on_axis_(keV)___________________________________________ (ti0)_________________________      3.5276489078165156E+01    
 Electron_temp.,_density_weighted_(keV)__________________________________ (ten)_________________________      1.7792506216798934E+01    
 Electron_density_(/m3)__________________________________________________ (dene)________________________      8.1626109346450358E+19 ITV
 Electron_density_on_axis_(/m3)__________________________________________ (ne0)_________________________      1.0736606446760729E+20 OP 
 Line-averaged_electron_density_(/m3)____________________________________ (dnla)________________________      9.0396656629566013E+19 OP 
 Line-averaged_electron_density_/_Greenwald_density______________________ (dnla_gw)_____________________      1.1999999999999993E+00 OP 
 Ion_density_(/m3)_______________________________________________________ (dnitot)______________________      7.0189852668174246E+19 OP 
 Fuel_density_(/m3)______________________________________________________ (deni)________________________      6.2297851917023879E+19 OP 
 Total_impurity_density_with_Z_>_2_(no_He)_(/m3)_________________________ (dnz)_________________________      7.4235203143890512E+16 OP 
 Helium_ion_density_(thermalised_ions_only)_(/m3)________________________ (dnalp)_______________________      7.7925511123102269E+18 OP 
 Proton_density_(/m3)____________________________________________________ (dnprot)______________________      2.5214435696244124E+16 OP 
 Hot_beam_density_(/m3)__________________________________________________ (dnbeam)______________________      0.0000000000000000E+00 OP 
 Density_limit_from_scaling_(/m3)________________________________________ (dnelimt)_____________________      7.5330547191305060E+19 OP 
 Helium_ion_density_(thermalised_ions_only)_/_electron_density___________ (ralpne)______________________      9.5466403761030147E-02 ITV
 H__concentration________________________________________________________ (fimp(01))____________________      7.6351876687150155E-01 OP 
 He_concentration________________________________________________________ (fimp(02))____________________      9.5466403761030147E-02    
 Be_concentration________________________________________________________ (fimp(03))____________________      0.0000000000000000E+00    
 C__concentration________________________________________________________ (fimp(04))____________________      0.0000000000000000E+00    
 N__concentration________________________________________________________ (fimp(05))____________________      0.0000000000000000E+00    
 O__concentration________________________________________________________ (fimp(06))____________________      0.0000000000000000E+00    
 Ne_concentration________________________________________________________ (fimp(07))____________________      0.0000000000000000E+00    
 Si_concentration________________________________________________________ (fimp(08))____________________      0.0000000000000000E+00    
 Ar_concentration________________________________________________________ (fimp(09))____________________      0.0000000000000000E+00    
 Fe_concentration________________________________________________________ (fimp(10))____________________      0.0000000000000000E+00    
 Ni_concentration________________________________________________________ (fimp(11))____________________      0.0000000000000000E+00    
 Kr_concentration________________________________________________________ (fimp(12))____________________      0.0000000000000000E+00    
 Xe_concentration________________________________________________________ (fimp(13))____________________      8.9945414081675523E-04 ITV
 W__concentration________________________________________________________ (fimp(14))____________________      1.0000000000000001E-05    
 Average_mass_of_all_ions_(amu)__________________________________________ (aion)________________________      2.8028271593730429E+00 OP 
 Effective_charge________________________________________________________ (zeff)________________________      3.4275975128677669E+00    
 Density_profile_factor__________________________________________________ (alphan)______________________      1.0000000000000000E+00    
 Plasma_profile_model____________________________________________________ (ipedestal)___________________              1    
 Density_pedestal_r/a_location___________________________________________ (rhopedn)_____________________      9.4000000000000006E-01    
 Electron_density_pedestal_height_(/m3)__________________________________ (neped)_______________________      6.4030965112609300E+19 OP 
 Electron_density_at_pedestal_/_nGW______________________________________ (fgwped_out)__________________      8.4999999999999998E-01    
 Temperature_pedestal_r/a_location_______________________________________ (rhopedt)_____________________      9.4000000000000006E-01    
 Pedestal_scaling_switch_________________________________________________ (ieped)_______________________              0    
 Electron_temp._pedestal_height_(keV)____________________________________ (teped)_______________________      5.5000000000000000E+00    
 Electron_temp._at_separatrix_(keV)______________________________________ (tesep)_______________________      1.0000000000000001E-01    
 Electron_density_at_separatrix_(/m3)____________________________________ (nesep)_______________________      3.7665273595652530E+19    
 Electron_density_at_separatrix_/_nGW____________________________________ (fgwsep_out)__________________      5.0000000000000000E-01    
 Temperature_profile_index_______________________________________________ (alphat)______________________      1.4500000000000000E+00    
 Temperature_profile_index_beta__________________________________________ (tbeta)_______________________      2.0000000000000000E+00    
 Old_ASDEX_model_________________________________________________________ (dlimit(1))___________________      4.6913987181064618E+19 OP 
 Borrass_ITER_model_I____________________________________________________ (dlimit(2))___________________      9.5161546054078677E+19 OP 
 Borrass_ITER_model_II___________________________________________________ (dlimit(3))___________________      3.7465774565044658E+19 OP 
 JET_edge_radiation_model________________________________________________ (dlimit(4))___________________      2.4468282009717346E+21 OP 
 JET_simplified_model____________________________________________________ (dlimit(5))___________________      3.8856450711861074E+20 OP 
 Hugill-Murakami_Mq_model________________________________________________ (dlimit(6))___________________      6.7400790600045068E+19 OP 
 Greenwald_model_________________________________________________________ (dlimit(7))___________________      7.5330547191305060E+19 OP 
 Deuterium_fuel_fraction_________________________________________________ (fdeut)_______________________      5.0000000000000000E-01    
 Tritium_fuel_fraction___________________________________________________ (ftrit)_______________________      5.0000000000000000E-01    
 Total_fusion_power_(MW)_________________________________________________ (powfmw)______________________      3.0000000000000000E+03 OP 
 _=____D-T_fusion_power_(MW)_____________________________________________ (pdt)_________________________      2.9957924456321466E+03 OP 
 __+___D-D_fusion_power_(MW)_____________________________________________ (pdd)_________________________      4.2075543678531613E+00 OP 
 __+_D-He3_fusion_power_(MW)_____________________________________________ (pdhe3)_______________________      0.0000000000000000E+00 OP 
 Alpha_power:_total_(MW)_________________________________________________ (palpmw)______________________      5.9915848912642934E+02 OP 
 Alpha_power:_beam-plasma_(MW)___________________________________________ (palpnb)______________________      0.0000000000000000E+00 OP 
 Neutron_power_(MW)______________________________________________________ (pneutmw)_____________________      2.3981239798153224E+03 OP 
 Charged_particle_power_(excluding_alphas)_(MW)__________________________ (pchargemw)___________________      2.7175310582482308E+00 OP 
 Total_power_deposited_in_plasma_(MW)____________________________________ (tot_power_plasma)____________      6.4778533191044107E+02 OP 
 Synchrotron_radiation_power_(MW)________________________________________ (psyncpv*vol)_________________      4.9228761859351749E+01 OP 
 Synchrotron_wall_reflectivity_factor____________________________________ (ssync)_______________________      6.0000000000000009E-01    
 Normalised_minor_radius_defining_'core'_________________________________ (coreradius)__________________      7.5000000000000011E-01    
 Fraction_of_core_radiation_subtracted_from_P_L__________________________ (coreradiationfraction)_______      6.0000000000000009E-01    
 Radiation_power_from_inner_zone_(MW)____________________________________ (pinnerzoneradmw)_____________      2.0506040266975918E+02 OP 
 Radiation_power_from_outer_zone_(MW)____________________________________ (pouterzoneradmw)_____________      2.8644648604697619E+02 OP 
 Total_radiation_power_from_inside_LCFS_(MW)_____________________________ (pradmw)______________________      4.9150688871673532E+02 OP 
 LCFS_radiation_fraction_=_total_radiation_in_LCFS_/_total_power_deposite (rad_fraction_LCFS)___________      7.5874964205686601E-01 OP 
 Nominal_mean_radiation_load_on_inside_surface_of_reactor_(MW/m2)________ (photon_wall)_________________      3.0437043116481277E-01 OP 
 Peaking_factor_for_radiation_wall_load__________________________________ (peakfactrad)_________________      3.3300000000000001E+00 IP 
 Maximum_permitted_radiation_wall_load_(MW/m^2)__________________________ (maxradwallload)______________      1.0000000000000000E+00 IP 
 Peak_radiation_wall_load_(MW/m^2)_______________________________________ (peakradwallload)_____________      1.0135535357788266E+00 OP 
 Fast_alpha_particle_power_incident_on_the_first_wall_(MW)_______________ (palpfwmw)____________________      2.9957924456321493E+01 OP 
 Nominal_mean_neutron_load_on_inside_surface_of_reactor_(MW/m2)__________ (wallmw)______________________      1.4850616471089420E+00 OP 
 Power_incident_on_the_divertor_targets_(MW)_____________________________ (ptarmw)______________________      3.1255688638741145E+01 OP 
 Fraction_of_power_to_the_lower_divertor_________________________________ (ftar)________________________      1.0000000000000000E+00 IP 
 Outboard_side_heat_flux_decay_length_(m)________________________________ (lambdaio)____________________      1.5700000000000000E-03 OP 
 Fraction_of_power_on_the_inner_targets__________________________________ (fio)_________________________      4.0999999999999998E-01 OP 
 Fraction_of_power_incident_on_the_lower_inner_target____________________ (fLI)_________________________      4.0999999999999998E-01 OP 
 Fraction_of_power_incident_on_the_lower_outer_target____________________ (fLO)_________________________      5.9000000000000008E-01 OP 
 Power_incident_on_the_lower_inner_target_(MW)___________________________ (pLImw)_______________________      1.2814832341883868E+01 OP 
 Power_incident_on_the_lower_outer_target_(MW)___________________________ (pLOmw)_______________________      1.8440856296857277E+01 OP 
 Ohmic_heating_power_(MW)________________________________________________ (pohmmw)______________________      8.6723618208494302E-01 OP 
 Fraction_of_alpha_power_deposited_in_plasma_____________________________ (falpha)______________________      9.4999999999999996E-01    
 Fraction_of_alpha_power_to_electrons____________________________________ (falpe)_______________________      6.7702760613299062E-01    
 Fraction_of_alpha_power_to_ions_________________________________________ (falpi)_______________________      3.2297239386700938E-01    
 Ion_transport_(MW)______________________________________________________ (ptrimw)______________________      2.0468728810569894E+02 OP 
 Electron_transport_(MW)_________________________________________________ (ptremw)______________________      2.3803764113498269E+02 OP 
 Injection_power_to_ions_(MW)____________________________________________ (pinjimw)_____________________      0.0000000000000000E+00 OP 
 Injection_power_to_electrons_(MW)_______________________________________ (pinjemw)_____________________      7.5000000000000000E+01 OP 
 Ignited_plasma_switch_(0=not_ignited,_1=ignited)________________________ (ignite)______________________              0    
 Power_into_divertor_zone_via_charged_particles_(MW)_____________________ (pdivt)_______________________      1.5627844319370575E+02 OP 
